image_path,mask_path,level1,level2,class_name,source
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000466.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000466_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000497.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000497_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000555.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000555_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000556.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000556_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000758.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000758_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000759.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000759_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000781.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000781_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000782.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000782_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000795.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000795_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000802.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000802_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000803.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000803_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000811.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000811_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000812.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000812_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000813.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000813_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000819.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000819_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000820.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000820_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000822.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000822_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000823.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000823_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000827.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000827_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000828.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000828_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000839.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000839_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG000840.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG000840_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001398.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001398_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001399.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001399_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001400.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001400_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001401.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001401_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001493.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001493_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001494.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001494_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001498.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001498_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001499.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001499_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001500.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001500_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001501.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001501_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001508.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001508_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001509.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001509_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001510.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001510_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001511.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001511_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001512.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001512_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001513.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001513_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001524.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001524_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001525.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001525_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001526.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001526_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001538.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001538_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001539.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001539_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001540.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001540_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001541.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001541_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001542.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001542_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001551.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001551_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001552.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001552_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001553.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001553_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001554.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001554_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001560.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001560_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001561.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001561_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001562.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001562_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001580.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001580_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001581.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001581_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001655.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001655_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001656.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001656_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001700.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001700_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001701.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001701_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001726.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001726_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001727.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001727_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001728.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001728_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001744.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001744_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001762.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001762_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001763.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001763_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001792.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001792_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001793.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001793_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001804.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001804_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001816.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001816_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\images\IMG001817.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\giant_cell_tumor\masks\IMG001817_mask.png,bone_tumor,benign,giant_cell_tumor,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\multiple_osteochondromas\images\IMG000298.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\multiple_osteochondromas\masks\IMG000298_mask.png,bone_tumor,benign,multiple_osteochondromas,dataset_cleaned
C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\multiple_osteochondromas\images\IMG000299.jpeg,C:\Users\vanlo\Desktop\dataset_cleaned\bone_tumor\benign\multiple_osteochondromas\masks\IMG000299_mask.png,bone_tumor,benign,multiple_osteochondromas,dataset_cleaned
